segment,churn_probability,risk_level,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio,Total_Relationship_Count
High Value Spenders,0.05207312,Low Risk,8360,94,0.048,2
High Value Spenders,0.087252736,Medium Risk,8255,86,0.11,1
High Value Spenders,0.05451893,Low Risk,9497,106,0.498,1
Credit Revolvers,0.034409683,Low Risk,8852,95,0.629,2
Low Engagement Users,0.022867274,Low Risk,5468,71,0.0,4
Low Engagement Users,0.016580593,Low Risk,5529,78,0.0,6
High Value Spenders,0.044781677,Low Risk,8135,97,0.158,1
High Value Spenders,0.05948949,Low Risk,9523,105,0.128,1
High Value Spenders,0.047971115,Low Risk,9065,85,0.126,1
High Value Spenders,0.07037126,Medium Risk,14373,97,0.1,2
High Value Spenders,0.04989231,Low Risk,8927,103,0.084,2
High Value Spenders,0.015128597,Low Risk,8416,93,0.0,2
High Value Spenders,0.066187985,Low Risk,13173,96,0.11,1
Low Engagement Users,0.015515255,Low Risk,5470,72,0.0,1
High Value Spenders,0.043374423,Low Risk,8210,100,0.285,1
High Value Spenders,0.045410052,Low Risk,13363,99,0.262,2
High Value Spenders,0.05839543,Low Risk,9339,99,0.43,1
High Value Spenders,0.05563401,Low Risk,8033,94,0.191,2
High Value Spenders,0.0768425,Medium Risk,12956,97,0.36,2
Low Engagement Users,0.013412332,Low Risk,2562,38,0.318,2
Credit Revolvers,0.01924813,Low Risk,3922,51,0.381,1
Credit Revolvers,0.09993148,Medium Risk,3423,48,0.862,2
High Value Spenders,0.054051623,Low Risk,15139,90,0.223,2
High Value Spenders,0.045399062,Low Risk,8295,113,0.133,2
High Value Spenders,0.052215587,Low Risk,14132,103,0.056,1
High Value Spenders,0.05338899,Low Risk,13015,104,0.072,1
Low Engagement Users,0.011053479,Low Risk,4399,54,0.0,4
High Value Spenders,0.05605364,Low Risk,15511,101,0.299,1
High Value Spenders,0.029633665,Low Risk,7786,81,0.0,1
High Value Spenders,0.056541175,Low Risk,14833,114,0.128,1
High Value Spenders,0.026002679,Low Risk,13630,124,0.316,1
High Value Spenders,0.081829295,Medium Risk,14213,100,0.262,2
High Value Spenders,0.06200324,Low Risk,14276,96,0.138,2
Credit Revolvers,0.02199924,Low Risk,3967,42,0.633,4
High Value Spenders,0.0148654515,Low Risk,14264,118,0.0,2
High Value Spenders,0.03535524,Low Risk,15423,110,0.094,2
Low Engagement Users,0.030527217,Low Risk,4804,57,0.17,6
High Value Spenders,0.039544005,Low Risk,13400,104,0.168,2
High Value Spenders,0.034539547,Low Risk,14965,127,0.636,1
High Value Spenders,0.045753274,Low Risk,12871,104,0.028,1
High Value Spenders,0.4776572,High Risk,8646,85,0.091,5
Low Engagement Users,0.101247825,Medium Risk,6408,70,0.09,6
High Value Spenders,0.02732872,Low Risk,8199,59,0.0,1
High Value Spenders,0.06553177,Low Risk,13945,107,0.189,2
High Value Spenders,0.10076238,Medium Risk,15200,118,0.434,1
High Value Spenders,0.05826901,Low Risk,11603,109,0.047,2
High Value Spenders,0.014654914,Low Risk,13820,99,0.0,2
Low Engagement Users,0.006999333,Low Risk,5603,56,0.0,1
High Value Spenders,0.065884896,Low Risk,12603,106,0.085,1
High Value Spenders,0.040399067,Low Risk,12478,97,0.056,1
Low Engagement Users,0.013631314,Low Risk,6059,71,0.0,5
High Value Spenders,0.05791495,Low Risk,14334,97,0.151,1
High Value Spenders,0.014348706,Low Risk,12403,120,0.0,1
High Value Spenders,0.03247745,Low Risk,14576,110,0.251,1
High Value Spenders,0.013102853,Low Risk,13324,110,0.0,1
High Value Spenders,0.047807667,Low Risk,14465,125,0.127,2
Low Engagement Users,0.07121776,Medium Risk,3555,42,0.0,2
High Value Spenders,0.06358864,Low Risk,14567,120,0.434,1
High Value Spenders,0.05028325,Low Risk,12896,100,0.054,1
High Value Spenders,0.059880264,Low Risk,13360,97,0.06,1
High Value Spenders,0.060228147,Low Risk,13787,121,0.306,2
High Value Spenders,0.051626783,Low Risk,13677,122,0.802,2
High Value Spenders,0.060699698,Low Risk,13119,104,0.057,2
High Value Spenders,0.13122398,Medium Risk,15106,91,0.291,2
High Value Spenders,0.06419444,Low Risk,14084,110,0.182,1
High Value Spenders,0.051299494,Low Risk,15078,117,0.544,2
High Value Spenders,0.070968434,Medium Risk,13670,117,0.372,2
Low Engagement Users,0.14732431,Medium Risk,7681,71,0.0,5
High Value Spenders,0.06330838,Low Risk,13719,96,0.193,2
High Value Spenders,0.025745586,Low Risk,14603,113,0.051,1
High Value Spenders,0.035043597,Low Risk,15019,101,0.65,2
Low Engagement Users,0.01767912,Low Risk,4041,65,0.094,1
High Value Spenders,0.0666945,Low Risk,14954,112,0.035,2
High Value Spenders,0.04191706,Low Risk,14490,98,0.037,1
High Value Spenders,0.056118112,Low Risk,14242,107,0.062,2
High Value Spenders,0.050496414,Low Risk,12429,111,0.05,2
High Value Spenders,0.066231266,Low Risk,13970,109,0.135,2
High Value Spenders,0.034027226,Low Risk,14426,87,0.067,1
Low Engagement Users,0.0058486545,Low Risk,3281,39,0.0,5
High Value Spenders,0.0175466,Low Risk,7847,63,0.0,2
High Value Spenders,0.07998942,Medium Risk,12592,117,0.127,2
High Value Spenders,0.009472707,Low Risk,13109,114,0.0,2
High Value Spenders,0.039869282,Low Risk,12631,100,0.387,2
High Value Spenders,0.05451893,Low Risk,13090,102,0.342,1
High Value Spenders,0.21708556,High Risk,8193,66,0.315,6
Low Engagement Users,0.007646438,Low Risk,6613,40,0.0,6
High Value Spenders,0.07380058,Medium Risk,15203,114,0.101,2
High Value Spenders,0.05842615,Low Risk,13179,122,0.511,2
High Value Spenders,0.057853326,Low Risk,14901,92,0.034,2
High Value Spenders,0.007500501,Low Risk,12593,99,0.0,2
High Value Spenders,0.020072324,Low Risk,13452,107,0.0,1
High Value Spenders,0.06463865,Low Risk,14533,108,0.199,1
High Value Spenders,0.09656832,Medium Risk,12510,96,0.357,2
Low Engagement Users,0.017488226,Low Risk,6574,69,0.0,4
High Value Spenders,0.049189366,Low Risk,15578,126,0.294,1
High Value Spenders,0.076249145,Medium Risk,9322,77,0.075,2
Low Engagement Users,0.13383038,Medium Risk,3240,38,0.0,4
High Value Spenders,0.06275767,Low Risk,14880,134,0.043,2
High Value Spenders,0.056118112,Low Risk,13653,113,0.062,2
High Value Spenders,0.03504776,Low Risk,14107,99,0.519,1
High Value Spenders,0.047727007,Low Risk,14223,103,0.153,1
High Value Spenders,0.062090974,Low Risk,13791,103,0.175,2
Low Engagement Users,0.08905525,Medium Risk,7031,67,0.119,6
High Value Spenders,0.12362443,Medium Risk,14137,116,0.576,2
High Value Spenders,0.057708208,Low Risk,14319,96,0.017,1
High Value Spenders,0.06723268,Medium Risk,8045,71,0.066,5
High Value Spenders,0.050437517,Low Risk,12257,101,0.425,1
High Value Spenders,0.013705717,Low Risk,7661,61,0.0,6
Low Engagement Users,0.066231266,Low Risk,7454,81,0.012,6
High Value Spenders,0.06178366,Low Risk,13124,103,0.057,1
Low Engagement Users,0.15142718,Medium Risk,7022,75,0.0,2
High Value Spenders,0.017629394,Low Risk,8169,65,0.0,1
Low Engagement Users,0.091901794,Medium Risk,3526,53,0.0,2
High Value Spenders,0.04656913,Low Risk,13212,107,0.401,2
Low Engagement Users,0.010690127,Low Risk,6317,77,0.0,4
High Value Spenders,0.0666945,Low Risk,8629,65,0.007,6
Credit Revolvers,0.027017027,Low Risk,5567,51,0.733,2
High Value Spenders,0.027165899,Low Risk,14244,96,0.076,2
High Value Spenders,0.08366817,Medium Risk,13303,92,0.042,2
High Value Spenders,0.034079276,Low Risk,17064,116,0.206,1
High Value Spenders,0.028932013,Low Risk,13598,119,0.64,2
High Value Spenders,0.057267297,Low Risk,15209,104,0.351,1
High Value Spenders,0.060550462,Low Risk,16171,112,0.329,2
High Value Spenders,0.08893868,Medium Risk,14991,95,0.178,2
Low Engagement Users,0.004845996,Low Risk,4840,44,0.0,4
High Value Spenders,0.082711,Medium Risk,15077,126,0.233,1
High Value Spenders,0.04610274,Low Risk,16202,120,0.065,1
High Value Spenders,0.019102849,Low Risk,14703,119,0.0,2
Low Engagement Users,0.01802398,Low Risk,3119,53,0.0,2
Low Engagement Users,0.040064566,Low Risk,7154,66,0.0,2
High Value Spenders,0.04682749,Low Risk,13280,106,0.074,2
High Value Spenders,0.0341229,Low Risk,15039,120,0.071,1
High Value Spenders,0.006821687,Low Risk,13997,102,0.0,1
High Value Spenders,0.025434263,Low Risk,13866,98,0.061,2
Credit Revolvers,0.33433974,High Risk,8331,63,0.539,6
High Value Spenders,0.045983702,Low Risk,13847,120,0.036,1
High Value Spenders,0.10570563,Medium Risk,14955,102,0.144,1
High Value Spenders,0.04610274,Low Risk,14615,124,0.045,1
High Value Spenders,0.05699308,Low Risk,13764,104,0.104,1
High Value Spenders,0.114064075,Medium Risk,13945,97,0.395,1
High Value Spenders,0.0341229,Low Risk,15091,124,0.132,1
High Value Spenders,0.05026371,Low Risk,13627,120,0.216,2
High Value Spenders,0.015403625,Low Risk,14252,127,0.0,2
High Value Spenders,0.012079547,Low Risk,13376,129,0.0,2
High Value Spenders,0.024219213,Low Risk,15391,94,0.319,1
High Value Spenders,0.012756737,Low Risk,13740,131,0.0,2
High Value Spenders,0.06612555,Low Risk,12867,118,0.546,2
High Value Spenders,0.057853326,Low Risk,14844,100,0.1,2
High Value Spenders,0.016029418,Low Risk,15079,116,0.0,1
High Value Spenders,0.023273056,Low Risk,15549,121,0.0,1
Low Engagement Users,0.1744482,Medium Risk,7996,80,0.0,4
High Value Spenders,0.033272896,Low Risk,13092,102,0.096,2
High Value Spenders,0.041152503,Low Risk,6639,71,0.0,1
High Value Spenders,0.03514204,Low Risk,12941,131,0.136,1
High Value Spenders,0.062145144,Low Risk,13681,105,0.128,2
High Value Spenders,0.071575865,Medium Risk,14455,96,0.059,2
High Value Spenders,0.05886284,Low Risk,13672,110,0.07,1
High Value Spenders,0.014835369,Low Risk,13854,124,0.0,2
High Value Spenders,0.031265497,Low Risk,14308,124,0.189,2
High Value Spenders,0.060216177,Low Risk,13753,98,0.043,1
High Value Spenders,0.04070649,Low Risk,14071,101,0.351,2
Low Engagement Users,0.009654629,Low Risk,5056,63,0.0,1
High Value Spenders,0.08026794,Medium Risk,15180,103,0.166,1
High Value Spenders,0.06519571,Low Risk,13090,104,0.064,1
High Value Spenders,0.0786534,Medium Risk,8570,68,0.016,2
Low Engagement Users,0.14221632,Medium Risk,7976,74,0.25,6
High Value Spenders,0.043648664,Low Risk,12777,95,0.241,1
High Value Spenders,0.032520443,Low Risk,15738,116,0.053,1
High Value Spenders,0.036842655,Low Risk,14557,114,0.458,2
High Value Spenders,0.079624504,Medium Risk,9330,64,0.443,6
High Value Spenders,0.013791479,Low Risk,13678,125,0.0,2
High Value Spenders,0.067053705,Low Risk,14743,121,0.112,2
High Value Spenders,0.06371229,Low Risk,14082,99,0.164,2
High Value Spenders,0.05239042,Low Risk,14119,97,0.113,2
High Value Spenders,0.060699698,Low Risk,14149,103,0.054,2
High Value Spenders,0.013498828,Low Risk,13758,104,0.0,2
High Value Spenders,0.045946848,Low Risk,13617,105,0.207,2
High Value Spenders,0.017645415,Low Risk,14326,100,0.0,2
High Value Spenders,0.08408301,Medium Risk,16161,109,0.389,1
High Value Spenders,0.028920025,Low Risk,14716,112,0.033,1
High Value Spenders,0.013791479,Low Risk,15999,109,0.0,2
High Value Spenders,0.060294766,Low Risk,13830,112,0.081,1
High Value Spenders,0.05807797,Low Risk,12025,103,0.079,1
Low Engagement Users,0.011822788,Low Risk,6644,61,0.0,2
High Value Spenders,0.04265798,Low Risk,13988,127,0.039,1
High Value Spenders,0.008457683,Low Risk,14511,105,0.0,2
High Value Spenders,0.036676686,Low Risk,8291,69,0.0,2
High Value Spenders,0.05796697,Low Risk,14074,112,0.039,2
High Value Spenders,0.026302509,Low Risk,12906,100,0.046,1
High Value Spenders,0.06446683,Low Risk,13142,112,0.484,1
High Value Spenders,0.030599358,Low Risk,14465,114,0.041,2
Low Engagement Users,0.0072197514,Low Risk,4536,61,0.0,2
High Value Spenders,0.09454193,Medium Risk,13816,121,0.39,2
High Value Spenders,0.12638691,Medium Risk,14696,114,0.04,2
High Value Spenders,0.0549939,Low Risk,13138,115,0.112,1
High Value Spenders,0.057751566,Low Risk,15121,97,0.056,2
High Value Spenders,0.12747133,Medium Risk,14544,116,0.102,2
High Value Spenders,0.017926166,Low Risk,9356,74,0.0,5
High Value Spenders,0.048545007,Low Risk,14747,100,0.061,2
High Value Spenders,0.04838593,Low Risk,12980,82,0.127,2
High Value Spenders,0.05997471,Low Risk,14643,127,0.157,1
High Value Spenders,0.05948949,Low Risk,15473,128,0.035,1
High Value Spenders,0.026954487,Low Risk,14428,119,0.06,1
High Value Spenders,0.078544416,Medium Risk,15033,114,0.058,1
High Value Spenders,0.024996927,Low Risk,14624,111,0.545,1
Low Engagement Users,0.018337963,Low Risk,7026,69,0.0,5
High Value Spenders,0.06285073,Low Risk,7486,64,0.049,2
High Value Spenders,0.06495711,Low Risk,12493,113,0.129,2
High Value Spenders,0.049602993,Low Risk,13085,139,0.018,2
High Value Spenders,0.062471863,Low Risk,15527,106,0.079,1
High Value Spenders,0.13022792,Medium Risk,13814,81,0.117,2
High Value Spenders,0.01604266,Low Risk,8642,77,0.0,6
High Value Spenders,0.04701462,Low Risk,15102,95,0.147,2
High Value Spenders,0.06696581,Low Risk,14414,98,0.26,2
High Value Spenders,0.05020917,Low Risk,13177,106,0.049,2
High Value Spenders,0.05264839,Low Risk,14748,118,0.42,2
High Value Spenders,0.048804503,Low Risk,14084,91,0.102,2
High Value Spenders,0.014913221,Low Risk,8670,74,0.0,1
Low Engagement Users,0.0056144777,Low Risk,5660,59,0.0,2
High Value Spenders,0.018967355,Low Risk,13781,106,0.0,2
High Value Spenders,0.060216177,Low Risk,14779,94,0.15,1
High Value Spenders,0.06866804,Medium Risk,9195,73,0.454,1
High Value Spenders,0.009548187,Low Risk,14042,113,0.0,2
High Value Spenders,0.036005907,Low Risk,14330,131,0.319,1
High Value Spenders,0.04409883,Low Risk,14474,118,0.304,1
High Value Spenders,0.08054323,Medium Risk,17628,109,0.173,2
High Value Spenders,0.019348547,Low Risk,12739,96,0.0,2
High Value Spenders,0.06463865,Low Risk,14500,106,0.183,1
High Value Spenders,0.014403928,Low Risk,15236,120,0.0,1
High Value Spenders,0.010570907,Low Risk,15634,118,0.0,2
High Value Spenders,0.02139143,Low Risk,7867,75,0.0,1
High Value Spenders,0.071575865,Medium Risk,13534,104,0.017,2
High Value Spenders,0.060074735,Low Risk,13062,103,0.071,2
High Value Spenders,0.07971619,Medium Risk,15571,115,0.145,1
High Value Spenders,0.044385135,Low Risk,13633,116,0.059,2
High Value Spenders,0.061522663,Low Risk,14185,98,0.052,2
High Value Spenders,0.045568,Low Risk,13345,114,0.069,1
High Value Spenders,0.041780047,Low Risk,16485,104,0.075,2
High Value Spenders,0.013009649,Low Risk,15331,106,0.0,1
High Value Spenders,0.06555627,Low Risk,14934,113,0.748,1
High Value Spenders,0.028125608,Low Risk,7292,68,0.237,5
High Value Spenders,0.044160694,Low Risk,14441,105,0.061,1
Low Engagement Users,0.02128549,Low Risk,5838,74,0.0,6
High Value Spenders,0.049484402,Low Risk,13796,121,0.061,1
High Value Spenders,0.057211217,Low Risk,14511,123,0.294,1
High Value Spenders,0.084154814,Medium Risk,14802,112,0.212,2
High Value Spenders,0.06360565,Low Risk,13931,112,0.686,1
High Value Spenders,0.013216458,Low Risk,8004,82,0.0,1
High Value Spenders,0.02691261,Low Risk,13016,118,0.102,2
High Value Spenders,0.076077335,Medium Risk,15552,108,0.053,1
High Value Spenders,0.016011385,Low Risk,12576,103,0.0,2
High Value Spenders,0.06610307,Low Risk,14381,121,0.027,1
High Value Spenders,0.05681118,Low Risk,13991,125,0.781,1
High Value Spenders,0.29950377,High Risk,8345,70,0.0,1
High Value Spenders,0.08479245,Medium Risk,16428,123,0.031,1
High Value Spenders,0.03739915,Low Risk,13139,102,0.258,1
High Value Spenders,0.05622535,Low Risk,15869,109,0.104,1
High Value Spenders,0.028216468,Low Risk,15472,122,0.068,1
High Value Spenders,0.07989599,Medium Risk,15301,115,0.088,2
High Value Spenders,0.062213916,Low Risk,8019,57,0.09,1
High Value Spenders,0.049730964,Low Risk,12779,103,0.094,2
High Value Spenders,0.04684143,Low Risk,14212,116,0.45,1
High Value Spenders,0.06298544,Low Risk,15584,114,0.042,1
High Value Spenders,0.033821736,Low Risk,15982,113,0.521,1
High Value Spenders,0.14295122,Medium Risk,15172,118,0.149,2
High Value Spenders,0.0768425,Medium Risk,14593,110,0.487,2
High Value Spenders,0.04347093,Low Risk,8607,90,0.0,4
High Value Spenders,0.04112257,Low Risk,14474,121,0.047,1
High Value Spenders,0.059755705,Low Risk,14336,106,0.148,2
High Value Spenders,0.050099302,Low Risk,13140,94,0.726,2
High Value Spenders,0.07620047,Medium Risk,14230,111,0.114,1
High Value Spenders,0.048565418,Low Risk,13247,107,0.024,1
Low Engagement Users,0.006162555,Low Risk,5843,60,0.0,4
High Value Spenders,0.015128597,Low Risk,8392,69,0.0,2
High Value Spenders,0.011013249,Low Risk,14305,102,0.0,2
High Value Spenders,0.045048896,Low Risk,14952,118,0.176,1
High Value Spenders,0.051044833,Low Risk,14418,100,0.198,1
High Value Spenders,0.094297014,Medium Risk,14270,97,0.08,1
High Value Spenders,0.13298975,Medium Risk,15867,103,0.208,1
High Value Spenders,0.060734257,Low Risk,15315,124,0.255,1
High Value Spenders,0.036811586,Low Risk,14229,120,0.274,2
High Value Spenders,0.06275767,Low Risk,13021,117,0.07,2
High Value Spenders,0.05806576,Low Risk,14279,97,0.021,1
High Value Spenders,0.05451893,Low Risk,13767,96,0.223,1
High Value Spenders,0.041027814,Low Risk,8528,87,0.0,1
High Value Spenders,0.009958735,Low Risk,14324,103,0.0,2
High Value Spenders,0.053820826,Low Risk,12595,106,0.052,2
High Value Spenders,0.033074457,Low Risk,13819,106,0.074,1
High Value Spenders,0.02956706,Low Risk,14354,101,0.628,2
High Value Spenders,0.048773147,Low Risk,14830,112,0.466,2
High Value Spenders,0.06586466,Low Risk,16422,110,0.066,1
High Value Spenders,0.05756072,Low Risk,13557,100,0.49,2
High Value Spenders,0.015072891,Low Risk,8363,65,0.0,1
High Value Spenders,0.0620311,Low Risk,9183,51,0.259,2
High Value Spenders,0.079223976,Medium Risk,16216,107,0.59,2
High Value Spenders,0.055838775,Low Risk,15039,130,0.395,1
High Value Spenders,0.054843027,Low Risk,14887,119,0.053,1
High Value Spenders,0.067254364,Medium Risk,13720,119,0.104,2
High Value Spenders,0.06892481,Medium Risk,13692,117,0.566,2
High Value Spenders,0.059035253,Low Risk,8293,63,0.17,1
High Value Spenders,0.06256718,Low Risk,8248,66,0.073,4
High Value Spenders,0.05563401,Low Risk,14593,109,0.191,2
High Value Spenders,0.07103631,Medium Risk,8193,72,0.171,2
High Value Spenders,0.07897065,Medium Risk,14763,99,0.734,1
High Value Spenders,0.034293294,Low Risk,13648,103,0.438,1
High Value Spenders,0.030751068,Low Risk,14727,105,0.088,5
High Value Spenders,0.02531614,Low Risk,13503,112,0.125,1
High Value Spenders,0.054843027,Low Risk,13311,110,0.053,1
High Value Spenders,0.04811718,Low Risk,14755,123,0.068,1
High Value Spenders,0.01724336,Low Risk,14802,95,0.0,1
High Value Spenders,0.04952086,Low Risk,13769,104,0.116,1
High Value Spenders,0.059880264,Low Risk,14393,107,0.08,1
High Value Spenders,0.036794603,Low Risk,14625,115,0.15,2
High Value Spenders,0.07311737,Medium Risk,14402,110,0.424,1
High Value Spenders,0.012968183,Low Risk,15282,125,0.0,2
High Value Spenders,0.015070554,Low Risk,15293,129,0.0,1
High Value Spenders,0.066032514,Low Risk,7886,70,0.048,2
High Value Spenders,0.012356387,Low Risk,13751,113,0.0,2
High Value Spenders,0.023012185,Low Risk,14181,126,0.082,1
High Value Spenders,0.018967355,Low Risk,8127,74,0.0,4
High Value Spenders,0.034270275,Low Risk,13209,101,0.044,2
High Value Spenders,0.11475626,Medium Risk,14437,109,0.249,2
High Value Spenders,0.035117764,Low Risk,13513,115,0.217,2
High Value Spenders,0.023533307,Low Risk,13083,93,0.047,1
High Value Spenders,0.058711145,Low Risk,12192,112,0.046,1
High Value Spenders,0.048647422,Low Risk,15028,124,0.147,2
High Value Spenders,0.012648938,Low Risk,14948,125,0.0,1
High Value Spenders,0.070345595,Medium Risk,14109,92,0.347,2
High Value Spenders,0.08244418,Medium Risk,9040,63,0.162,2
High Value Spenders,0.04693924,Low Risk,14459,97,0.17,1
High Value Spenders,0.045477614,Low Risk,14103,112,0.291,2
High Value Spenders,0.045436803,Low Risk,15958,113,0.03,1
High Value Spenders,0.0053716027,Low Risk,13041,98,0.0,1
High Value Spenders,0.09029157,Medium Risk,14204,96,0.064,1
Low Engagement Users,0.12638691,Medium Risk,7106,61,0.081,4
High Value Spenders,0.03646529,Low Risk,15508,95,0.112,1
High Value Spenders,0.06694804,Low Risk,15581,115,0.049,2
High Value Spenders,0.050706342,Low Risk,14955,118,0.221,1
High Value Spenders,0.061239913,Low Risk,15478,109,0.492,1
High Value Spenders,0.014092675,Low Risk,12847,106,0.0,2
High Value Spenders,0.05873606,Low Risk,14626,97,0.061,2
High Value Spenders,0.030835755,Low Risk,9299,68,0.072,1
High Value Spenders,0.048368096,Low Risk,10201,59,0.016,1
High Value Spenders,0.052769434,Low Risk,13299,95,0.23,2
High Value Spenders,0.04587764,Low Risk,13545,112,0.047,2
High Value Spenders,0.049036913,Low Risk,9177,50,0.0,1
High Value Spenders,0.054607008,Low Risk,13853,98,0.05,1
High Value Spenders,0.065567255,Low Risk,14969,96,0.057,1
High Value Spenders,0.0620311,Low Risk,8912,63,0.527,2
High Value Spenders,0.078272074,Medium Risk,13958,116,0.277,2
High Value Spenders,0.0571634,Low Risk,13746,104,0.126,1
High Value Spenders,0.049584784,Low Risk,12489,97,0.234,1
High Value Spenders,0.04641959,Low Risk,13980,128,0.523,2
High Value Spenders,0.03345585,Low Risk,13730,96,0.228,1
High Value Spenders,0.0403635,Low Risk,14224,117,0.274,1
High Value Spenders,0.1860289,High Risk,8659,81,0.017,6
High Value Spenders,0.06371797,Low Risk,14080,85,0.556,2
High Value Spenders,0.058155615,Low Risk,8472,80,0.052,2
High Value Spenders,0.13417128,Medium Risk,9045,72,0.013,6
High Value Spenders,0.032370236,Low Risk,14238,93,0.214,2
High Value Spenders,0.05888717,Low Risk,14932,110,0.173,2
High Value Spenders,0.0299669,Low Risk,14731,120,0.345,2
High Value Spenders,0.12439594,Medium Risk,15195,99,0.105,1
High Value Spenders,0.06436031,Low Risk,14218,102,0.215,1
High Value Spenders,0.08905525,Medium Risk,16033,116,0.082,2
High Value Spenders,0.071182564,Medium Risk,15738,111,0.198,2
High Value Spenders,0.014659508,Low Risk,7672,66,0.0,1
High Value Spenders,0.01916758,Low Risk,7507,78,0.0,2
High Value Spenders,0.055739544,Low Risk,15645,117,0.312,1
Low Engagement Users,0.120968655,Medium Risk,7625,78,0.15,6
High Value Spenders,0.059049994,Low Risk,15754,121,0.067,2
High Value Spenders,0.049106866,Low Risk,14912,114,0.215,1
High Value Spenders,0.09922961,Medium Risk,13625,110,0.431,1
High Value Spenders,0.025655016,Low Risk,14926,115,0.1,1
High Value Spenders,0.021715691,Low Risk,14327,92,0.125,1
High Value Spenders,0.01198178,Low Risk,14133,124,0.0,1
High Value Spenders,0.48003963,High Risk,9134,77,0.265,1
High Value Spenders,0.055353813,Low Risk,7297,71,0.247,1
High Value Spenders,0.07279134,Medium Risk,13971,116,0.048,1
High Value Spenders,0.04055707,Low Risk,14783,110,0.198,2
High Value Spenders,0.011864805,Low Risk,14289,113,0.0,1
High Value Spenders,0.05839543,Low Risk,14618,100,0.357,1
High Value Spenders,0.014359952,Low Risk,13234,92,0.0,1
High Value Spenders,0.054804843,Low Risk,16059,124,0.244,1
High Value Spenders,0.0110836895,Low Risk,14227,116,0.0,2
High Value Spenders,0.06519571,Low Risk,13270,104,0.091,1
High Value Spenders,0.074606724,Medium Risk,13432,118,0.454,2
High Value Spenders,0.028487504,Low Risk,14211,111,0.101,2
High Value Spenders,0.01876939,Low Risk,14054,105,0.0,2
High Value Spenders,0.03177015,Low Risk,15367,123,0.134,1
High Value Spenders,0.066231266,Low Risk,14532,116,0.138,2
High Value Spenders,0.040885814,Low Risk,14341,101,0.573,2
High Value Spenders,0.045399062,Low Risk,13545,96,0.092,2
High Value Spenders,0.02624981,Low Risk,14235,101,0.407,2
High Value Spenders,0.06221548,Low Risk,13820,129,0.609,2
High Value Spenders,0.06244287,Low Risk,15451,127,0.428,1
High Value Spenders,0.028969567,Low Risk,13505,116,0.365,1
High Value Spenders,0.03480466,Low Risk,6782,67,0.073,2
High Value Spenders,0.06044877,Low Risk,13836,113,0.28,1
High Value Spenders,0.056324556,Low Risk,13159,105,0.116,1
High Value Spenders,0.05168186,Low Risk,15657,114,0.101,2
High Value Spenders,0.06330838,Low Risk,15005,89,0.438,2
High Value Spenders,0.06251253,Low Risk,15824,121,0.453,2
High Value Spenders,0.052878115,Low Risk,16220,120,0.218,1
High Value Spenders,0.06248339,Low Risk,14730,118,0.295,2
High Value Spenders,0.04285058,Low Risk,14463,119,0.511,2
High Value Spenders,0.013178608,Low Risk,15367,105,0.0,1
High Value Spenders,0.03468866,Low Risk,14397,117,0.641,2
High Value Spenders,0.10570563,Medium Risk,13360,124,0.025,1
High Value Spenders,0.031544637,Low Risk,15071,103,0.069,2
High Value Spenders,0.016580593,Low Risk,7567,76,0.0,2
High Value Spenders,0.05451893,Low Risk,16605,110,0.185,1
High Value Spenders,0.008707046,Low Risk,13339,90,0.0,2
High Value Spenders,0.034953613,Low Risk,13082,92,0.258,2
High Value Spenders,0.017433913,Low Risk,7914,54,0.0,2
High Value Spenders,0.026081445,Low Risk,15143,121,0.021,1
High Value Spenders,0.03276705,Low Risk,14450,111,0.062,1
Low Engagement Users,0.016471967,Low Risk,5385,51,0.014,1
High Value Spenders,0.0935189,Medium Risk,15445,118,0.21,2
High Value Spenders,0.050401494,Low Risk,13578,105,0.048,1
High Value Spenders,0.015456028,Low Risk,14381,115,0.0,2
High Value Spenders,0.014599774,Low Risk,8192,80,0.0,2
High Value Spenders,0.11059215,Medium Risk,13432,107,0.136,2
High Value Spenders,0.057984326,Low Risk,14678,125,0.096,1
Low Engagement Users,0.07513062,Medium Risk,8038,90,0.051,6
High Value Spenders,0.119269125,Medium Risk,14220,108,0.146,2
High Value Spenders,0.055469677,Low Risk,13803,100,0.468,1
Low Engagement Users,0.0660212,Low Risk,6549,75,0.051,4
High Value Spenders,0.0138718,Low Risk,14198,101,0.0,2
High Value Spenders,0.14093618,Medium Risk,8325,54,0.215,5
High Value Spenders,0.04731166,Low Risk,13152,100,0.236,1
High Value Spenders,0.04487651,Low Risk,13306,99,0.39,1
High Value Spenders,0.07484764,Medium Risk,14672,110,0.041,1
High Value Spenders,0.04935441,Low Risk,14023,106,0.158,1
High Value Spenders,0.045753274,Low Risk,15513,127,0.141,1
High Value Spenders,0.025758447,Low Risk,8526,79,0.0,2
High Value Spenders,0.06933249,Medium Risk,7866,63,0.073,6
High Value Spenders,0.06096752,Low Risk,14667,119,0.062,2
High Value Spenders,0.013846754,Low Risk,14036,99,0.0,1
High Value Spenders,0.034535803,Low Risk,14351,112,0.354,1
High Value Spenders,0.06256718,Low Risk,16541,126,0.101,2
High Value Spenders,0.014863481,Low Risk,7432,64,0.0,2
High Value Spenders,0.057565875,Low Risk,8847,85,0.253,1
High Value Spenders,0.1030642,Medium Risk,16373,114,0.043,2
High Value Spenders,0.04581781,Low Risk,15798,128,0.212,1
